A,B,C,D,E
0.489808448008262,0.992649091756903,0.117979063768871,0.054225205327384,0.175222835387103
0.822051219060086,0.922120342846029,0.280222999979742,0.994453206076287,0.780446262680925
0.463793085073121,0.61321976070758,0.795722443028353,0.491895614773966,0.528753507765941
0.433693837025203,0.03919682407286,0.076550528523512,0.827195210498758,0.843047805246897
0.323486019275151,0.892402090714313,0.949776891269721,0.047585486085154,0.570303020183928
0.561868975753896,0.532194534665905,0.520157554070465,0.059765104553662,0.138613365008496
0.784699138370343,0.872634044033475,0.963384697795846,0.648462766432203,0.332977724377997
0.052991854841821,0.2331115383422,0.956457661348395,0.168567635701038,0.260035919141956
0.527741019497626,0.858638161909767,0.05672373494599,0.871623383718543,0.355324074509554
0.85563756164629,0.923230778775178,0.318763014511205,0.307394114206545,0.420099275768735
0.513856224832125,0.827513691387139,0.247619087924249,0.072864965884946,0.770025689038448
0.251750798081048,0.099351512617432,0.69548474799376,0.464865054585971,0.832964845583774
0.634029149427079,0.922258707345463,0.553552823490463,0.503104016068392,0.260958792059682
0.020949302823283,0.685250836773776,0.062983235227875,0.004668984911405,0.477260544081219
0.972325379145332,0.629325909190811,0.836974431877025,0.603285730932839,0.692838198156096
0.222843888564967,0.729599375161342,0.780042500351556,0.159623816260137,0.630361970164813
0.262875520740636,0.559461049851961,0.517698813113384,0.771108419052325,0.98392583464738
0.747983646695502,0.939741914044134,0.012950248201378,0.059339588857256,0.957999908947386
0.17196624528151,0.027293715043925,0.12401148781646,0.972921826993115,0.603032600716688
0.462280197651126,0.229856273741461,0.61959242017474,0.759107032208703,0.046840225928463
0.94813471834641,0.040942293708213,0.622973098768853,0.697415218804963,0.601904821698554
0.36968836968299,0.232118560117669,0.278603713144548,0.96051039674785,0.540126625797711
0.916875967639498,0.269554931088351,0.958664569421671,0.908790247165598,0.054207188193686
0.550657136482187,0.223521379171871,0.804863194352947,0.402700068545528,0.683649408514611
0.416630394174717,0.92253138392698,0.040691625908949,0.279892803053372,0.755333284963854
0.101204150938429,0.293912700028159,0.361310099833645,0.514063553069718,0.461504365433939
0.087877726298757,0.981773573788814,0.39130762766581,0.795272702234797,0.932896748301573
0.49663396703545,0.326844029244967,0.599715130520053,0.21676926210057,0.003589463536628
0.256456164992414,0.275819827686064,0.590110599645413,0.028877302655019,0.999831476598047
0.629804686061107,0.421816972433589,0.225756508181803,0.675332075566985,0.311715926392935
0.101041036541574,0.991462283884175,0.693303661304526,0.018806897220202,0.444375337916426
0.906037611537613,0.03411986248102,0.217244026134722,0.549632792477496,0.351598865934648
0.022665577591397,0.372237144852988,0.356909404625185,0.272478310274892,0.563195055699907
0.719565226114355,0.057846891344525,0.658692775177769,0.34867298102472,0.620607028831728
0.150003110640682,0.482234577997588,0.551082111080177,0.140375401941128,0.391989593044855
0.427127534640022,0.591863682842813,0.77539198694285,0.068542166030966,0.604713685694151
0.816087838145904,0.470620961277746,0.014058126253076,0.85965703392867,0.716429343796335
0.382569405599497,0.950498205958866,0.34795039484743,0.669611624558456,0.71407769958023
0.547568800277077,0.767762980773114,0.23039927019272,0.766397688887082,0.948750841547735
0.574630501796491,0.400476240669377,0.93930268206168,0.882193106110208,0.886952143977396
0.154352967743762,0.288261173176579,0.00800874910783,0.793036280549131,0.587071307818405
0.113425969495438,0.919189720530994,0.596645224955864,0.488110120990314,0.24651926162187
0.281382261426188,0.180565554997884,0.356533618760295,0.822046491433866,0.151470474316739
0.112430664594285,0.024064856930636,0.714270150405355,0.802183336229064,0.869477510335855
0.183281013625674,0.694241088931449,0.339820851222612,0.313237739377655,0.769867597031407
0.57687546487432,0.256026284652762,0.635796003858559,0.593304815818556,0.85582692513708
0.921379773993976,0.981148535967805,0.289392998558469,0.803459590650164,0.175041000940837
0.812163645518012,0.565988198504783,0.835728075006045,0.954370899940841,0.850887763430364
0.579645397723652,0.620638824650086,0.092307508806698,0.073809142340906,0.801607001922093
0.443736620130949,0.193261609994806,0.694669955060817,0.525338442414068,0.133255504653789
0.5914307202911,0.893174370401539,0.468297324492596,0.650266412994824,0.872860588715412
0.985515069100075,0.323210054426454,0.430046663503163,0.526301654404961,0.987297298503108
0.19600997294765,0.66265641793143,0.28573545801919,0.215979089145549,0.934073884622194
0.084714420256205,0.301383817684837,0.92601286189165,0.210841434891336,0.581068490282632
0.582731958827935,0.975075461552478,0.884379760711454,0.923904797178693,0.542708030552603
0.276401098934002,0.040961213293485,0.435447018011473,0.712095326394774,0.394443890894763
0.250386856612749,0.741172945708968,0.275815655826591,0.321772529627196,0.388783454080112
0.567997290869243,0.392677627620287,0.640123165096156,0.797427503275685,0.994453120860271
0.344999786815606,0.213148829643615,0.387476421776228,0.007355881272815,0.812289426918142
0.735445509315468,0.556422018795274,0.846847364562564,0.793829216971062,0.141286366968416
0.285551071516238,0.731310300179757,0.359005518141203,0.64802372653503,0.210961580392905
0.430038164486177,0.620680496911518,0.902027159114368,0.917072459240444,0.209779713652097
0.627917847945355,0.160217901109718,0.068307676701807,0.041690356913023,0.690209932043217
0.051527580129914,0.085081016761251,0.913253610604443,0.078700653160922,0.737376850447618
0.600260995444842,0.195618376950733,0.45994801807683,0.908200594480149,0.354258532053791
0.938031073310412,0.675469566020183,0.025183300604113,0.66896424361039,0.256297754473053
0.02720173203852,0.658186485408805,0.567209072294645,0.97116090322379,0.530677720555104
0.398681310587563,0.677068731863983,0.345164200174622,0.865946981706657,0.64356472028885
0.757941023330204,0.197520882938989,0.73836732597556,0.817410118295811,0.466217224835418
0.567042094306089,0.58229298342485,0.89009290386457,0.239768864703365,0.41804773604963
0.029276899178512,0.805302882450633,0.005359995062463,0.963124035508372,0.120621483423747
0.57006980094593,0.050923475879245,0.252082456252538,0.710436543799005,0.099675140692853
0.165477367932908,0.507645066245459,0.503821706981398,0.642507870332338,0.816767562064342
0.691412326297723,0.112065168912523,0.62866792769637,0.133186983526684,0.304179449682124
0.653581245220266,0.28699999244418,0.583006451022811,0.994251296040602,0.260786699713208
0.964070582180284,0.530801606480964,0.107513307477348,0.628748556482606,0.912714404636063
0.484454320394434,0.187601038604043,0.753870335756801,0.582078968524002,0.851687266374938
0.806337140849792,0.358084583538584,0.428252422832884,0.032144985743798,0.682786435238086
0.588737698155455,0.306531447335146,0.558881921810098,0.509506458067335,0.525238714995794
0.713638282031752,0.615768074407242,0.162337877438404,0.831529652816244,0.800636485568248
0.272000902448781,0.587432084255852,0.535838681622408,0.654761923360638,0.027354602352716
0.328253219719045,0.712192253326066,0.5005185889313,0.557745629339479,0.162748312228359
0.878063312382437,0.90175277448725,0.69032494246494,0.971935543580912,0.604960847063921
0.632290113368072,0.275475889793597,0.747158351936378,0.298121629864909,0.472984131774865
0.062262859777548,0.534654410672374,0.949836611864157,0.79264131153468,0.986761371023022
0.99461985740345,0.972914024605416,0.287194651435129,0.083425930584781,0.987180078984238
0.836939625325613,0.338232397683896,0.422596351592802,0.481108451378532,0.994930300745182
0.185150489793159,0.800089741474949,0.743384950677864,0.212314331554808,0.719211707008071
0.184624771005474,0.005006792373024,0.970088892965578,0.441490208846517,0.318844135734253
0.901756836217828,0.723705429234542,0.480184382409789,0.318198955268599,0.527718335739337
0.915336308651604,0.49726596835535,0.664587121806107,0.926680196658708,0.352472376194783
0.365308140986599,0.196048705955036,0.524025252903812,0.869651426910423,0.895972269470803
0.863079385715537,0.661588028655387,0.562202451634221,0.430475810659118,0.678864492219873
0.723093802691437,0.228089983924292,0.058245067368262,0.126569765736349,0.361765336128883
0.435756688588299,0.954350357293151,0.404743950697593,0.102765774470754,0.821394883678295
0.991486604209058,0.75619814323727,0.679021528805606,0.599579883855768,0.724125470849685
0.795832239673473,0.983615087461658,0.264268714818172,0.962517786188982,0.511955971247517
0.526137287146412,0.863102699280717,0.929541082237847,0.539969334728085,0.893576300586574
0.327426237869076,0.794471117784269,0.880110495374538,0.511130645056255,0.99603859463241
0.415163872414269,0.868013093364425,0.396073498181067,0.721705607953481,0.250526969437487
0.708464930183254,0.659889861359261,0.355349132441916,0.103462942526676,0.700530839734711
0.43552668474149,0.924860767903738,0.710306496010162,0.700151312281378,0.818753846106119
0.447605527122505,0.88084714661818,0.476951683289371,0.964669761131518,0.959139378159307
0.634977479814552,0.20393434248399,0.770483351661824,0.933594109141268,0.283898839843459
0.334662491572089,0.135774179245345,0.033594176988117,0.49352238571737,0.327365817851387
0.893164948676713,0.914238214143552,0.388211085577495,0.624285497120582,0.861069504288025
0.192064148024656,0.319277489441447,0.458006358123384,0.205226850113831,0.457961697946303
0.437980256858282,0.815505305188708,0.969504441483878,0.288432397996075,0.133426469867118
0.964184679673053,0.679276086739264,0.021224290016107,0.15465036930982,0.983232460566796
0.788831572630443,0.128837993717752,0.166837884462439,0.505728868185543,0.235021640895866
0.818391981651075,0.34206125990022,0.53819138801191,0.68850457703229,0.277919784537517
0.048039798508398,0.928961448487826,0.781044952920638,0.717544893617742,0.69140279374551
2.80629610642791E-05,0.92209049325902,0.759683323442005,0.6352488292614,0.174183057039045
0.708365903585218,0.372198871918954,0.643708566320129,0.477545585366897,0.6717928921571
0.081440124544315,0.84907391096931,0.895580078358762,0.393885393976234,0.125207414035685
0.232711849850602,0.056955843581818,0.402459934935905,0.342833032016642,0.5036280361237
0.506074584438466,0.601361865294166,0.451448153122328,0.157545098452829,0.239743081037886
0.584716456360184,0.964683644589968,0.260364557034336,0.627186363446526,0.842511485214345
0.032441430375911,0.60961907717865,0.745446667191573,0.052817412302829,0.48643869755324
0.641615642583929,0.731192770297639,0.806263691396453,0.096492606797256,0.271027987939306
0.240646910737269,0.434146713349037,0.569359369459562,0.990737046231516,0.85246108204592
0.628787489258684,0.729337869794108,0.59610516729299,0.617314046132378,0.858427284169011
0.104274957790039,0.279910180834122,0.239153520320542,0.907203506096266,0.872252202942036
0.398448592866771,0.365192912868224,0.381519047659822,0.243743784143589,0.36268174869474
0.700577600277029,0.502957645221613,0.919165529194288,0.909899453283288,0.275330624193884
0.667190565611236,0.319728893344291,0.336180111742578,0.607775759533979,0.410814533592202
0.432233641971834,0.998673819354735,0.795291566872038,0.931812090915628,0.400350768468343
0.708566631074064,0.057142034755088,0.861251853290014,0.905765111907385,0.232032881933264
0.472631977987476,0.358198259375058,0.708689998951741,0.641472574905492,0.490538061945699
0.357326398487203,0.64178061822895,0.09093353676144,0.476725404732861,0.204734945320524
0.251192628522404,0.929547030362301,0.948177405516617,0.79958763869945,0.544749758555554
0.581925385282375,0.584286755067296,0.787684731767513,0.769823656068184,0.008820122457109
0.130623796605505,0.692640339373611,0.663833809667267,0.557422194047831,0.590705305919983
0.628193646087311,0.27297953737434,0.464914320153184,0.806020336574875,0.334897457272746
0.149228831403889,0.794895597617142,0.440665583941154,0.279145766166039,0.371771688922308
0.522008919040673,0.70479783823248,0.608533301274292,0.541312964749523,0.019633373594843
0.081341365235858,0.03276738373097,0.701896245707758,0.001924474607222,0.649054739275016
0.838125132140704,0.777291267295368,0.331595715717413,0.385404185508378,0.736517209210433
0.063536033383571,0.743305335636251,0.941789308912121,0.862158708856441,0.404533474822529
0.909592909854837,0.539896775153466,0.238079588278197,0.702665474382229,0.95937895833049
0.780912615708075,0.26149910397362,0.353854440734722,0.631747937412001,0.470067329588346
0.063354995683767,0.29870060866233,0.590717295766808,0.320415443158709,0.273795992950909
0.282177592045628,0.657827891758643,0.208532725577243,0.512065666145645,0.584338275133632
0.150243258452974,0.537755806115456,0.314401851617731,0.999846838996746,0.725095074274577
0.941780434804969,0.456483037327416,0.230162348248996,0.191806029411964,0.621037751086988
0.285399293643422,0.038084983709268,0.392116667120717,0.007529020193033,0.226596305961721
0.610856333863921,0.068578704842366,0.958856439567171,0.589850827935152,0.795736062922515
0.01774966029916,0.41790891776327,0.004877013736404,0.619864246924408,0.001164305838756
0.767711678869091,0.791304728831165,0.610220458242111,0.362151225446723,0.54300491407048
0.052010479033925,0.71175938367378,0.598329674568959,0.065468624117784,0.181864945567213
0.970520394970663,0.390422498923726,0.123129912069999,0.821142665925436,0.688031680765562
0.522199123981409,0.248261721921153,0.320368518703617,0.835580251528882,0.565682126325555
0.963542521814816,0.914108202443458,0.813875438529067,0.220229679835029,0.256477128365077
0.538395138573833,0.38674619270023,0.684000861714594,0.323348434758373,0.251398410066031
0.839854815392755,0.362872553174384,0.187859301106073,0.148036322440021,0.480015315697528
0.824530519195832,0.772169496514834,0.481481670052744,0.715201576356776,0.517217026907019
0.359795312979259,0.664618095033802,0.341533207916655,0.326040092040785,0.112662713858299
0.897763453773223,0.4421076803701,0.456747701507993,0.239307846990414,0.02081527968403
0.34250092075672,0.057719281292521,0.778238147147931,0.745406801463105,0.529283287585713
0.273419582634233,0.349657904938795,0.16222489264328,0.951895515318029,0.741027312004007
0.649607641738839,0.777650305419229,0.853479128680192,0.949748623534106,0.413156564696692
0.919466855586506,0.025974927353673,0.341423060861416,0.997819707845338,0.587390710716136
0.201233862782828,0.910235321498476,0.945617789053358,0.624331225757487,0.630159101798199
0.621992411208339,0.961408456903882,0.356705991667695,0.628009369480424,0.243419015430845
0.300076463376172,0.624257526011206,0.469821136328392,0.469183350563981,0.234789240290411
0.049917958094739,0.145821706508286,0.893037696485408,0.34491544298362,0.184654236887582
0.625650672358461,0.881476146285422,0.850626246421598,0.282446174533106,0.209416092257015
0.517283328925259,0.851347533171065,0.670318286982365,0.795217494131066,0.679089548648335
0.195568069233559,0.289202037383802,0.87286701228004,0.568194270716049,0.079584902268834
0.634284105733968,0.191478285123594,0.399198797415011,0.917367959045805,0.929973052698188
0.266809357679449,0.110370346461423,0.615438675391488,0.745612692902796,0.980227019521408
0.114476034534164,0.176461081602611,0.459698681137525,0.31596180901397,0.965205857413821
0.162963990471326,0.914744883426465,0.573205510270782,0.668676701723598,0.682019302737899
0.655599977471866,0.255071810795926,0.415294799371623,0.155840474297293,0.931908700731583
0.803312269388698,0.548228113097139,0.020787768648006,0.245147523353808,0.374401372508146
0.05355134268757,0.681520096375607,0.874873239430599,0.557334613637067,0.35773918859195
0.372720718034543,0.824832361540757,0.108943235711195,0.171512911445461,0.423243160475977
0.30283735122066,0.506374980439432,0.686017476837151,0.900652053649537,0.939972601016052
0.82844587659929,0.925286144134589,0.432376976474188,0.685727060888894,0.413032431504689
0.343423255369999,0.233745023026131,0.019048098823987,0.959604265517555,0.129222162417136
0.41600367135834,0.627928141853772,0.940789520158432,0.013494034181349,0.079565070220269
0.51393253763672,0.770101636997424,0.154478338430636,0.092175405588932,0.004093456896953
0.647847241838463,0.02614856895525,0.004374784999527,0.730690907337703,0.93421086424496
0.897866274113767,0.138482037582435,0.77742767392192,0.077225179295056,0.991186406114139
0.703164522186853,0.452352053835057,0.56786726100836,0.867589749977924,0.368872053106315
0.878421614994295,0.374435551580973,0.678614810691215,0.18607313267421,0.296809539315291
0.423599986708723,0.369752874481492,0.103074142127298,0.848493985715322,0.586053412989713
0.893120344611816,0.769017523969524,0.967807337525301,0.089175044908188,0.825708274845965
0.501573165296577,0.285407689050771,0.174473612685688,0.217226794571616,0.94692620926071
0.988345258752815,0.649088890175335,0.591893284232356,0.026472461526282,0.329832788440399
0.286957796080969,0.475866811932065,0.518388810916804,0.292742651072331,0.607797560631298
0.091491864412092,0.176040225545876,0.517833564081229,0.875708131003194,0.32525791216176
0.475511467899196,0.936519274371676,0.587967553525232,0.73442282655742,0.926255373400636
0.472055875346996,0.82705485180486,0.038506307755597,0.364606190589257,0.541102769668214
0.521702569094487,0.544879936729558,0.43270260177087,0.882822114625014,0.648734026704915
0.97880407597404,0.103338021668606,0.409706988721155,0.015124430996366,0.782705311081372
0.736075693625025,0.314028866705485,0.213358648237772,0.45755603199359,0.938814551220275
0.264958822750486,0.021031676442362,0.65895280695986,0.424379273667,0.539430861012079
0.299870979157276,0.790655949967913,0.230982144945301,0.677925268304534,0.356012103497051
